time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
27/06/2022,23.4,14.1,32,74,0,,6,25.9,1017.2,,
28/06/2022,24,17.2,30.4,74,0.8,,4.7,22.2,1016.3,,
29/06/2022,26.1,16.2,35.3,60,0.1,,4.7,22.2,1015.1,,
30/06/2022,27.5,16.1,36.1,59,0,,4.6,18.5,1013.5,,
01/07/2022,27.3,19.6,35.2,58,0,,6.8,22.2,1013.9,,
02/07/2022,28.4,18.5,35.1,57,0,,5,24.1,1016.5,,
03/07/2022,27.4,18.7,33.6,58,0,,6.3,20.4,1017.5,,
04/07/2022,27.1,16.5,35.8,50,0,,4.8,20.4,1015.7,,4
05/07/2022,28.2,17.7,36.2,59,0,,3.6,20.4,1013.9,,3
06/07/2022,25.9,17.3,32.1,61,0,,6,27.8,1012.1,,3
07/07/2022,20.2,17.2,24.7,87,3.4,,4.8,20.4,1014.8,,7
08/07/2022,23.3,15.2,31,67,3.7,,4.6,20.4,1014.8,,4
09/07/2022,23.7,17.1,29.4,54,0,,6.6,31.5,1012.6,,5
10/07/2022,21.6,17.2,28.7,70,0,,5.9,27.8,1010.7,,7
11/07/2022,20.3,11.4,27.9,71,0.2,,4.6,27.8,1013.6,,5
12/07/2022,21.8,13.3,28.2,53,0,,5.1,25.9,1017.1,,5
13/07/2022,21.8,10.9,29.3,53,0,,7.4,29.6,1017.2,,4
14/07/2022,25.6,11.5,33.6,52,0,,5.7,25.9,1017,,
15/07/2022,27.6,14.3,35.9,50,0,,5.2,22.2,1012.8,,1
16/07/2022,25.3,19.3,34.6,57,0,,7.4,37,1014.5,,1
17/07/2022,24.9,15.1,33,58,13.1,,5,25.9,1017.7,,2
18/07/2022,22.7,17.6,28.8,44,0,,8,29.6,1023.1,,4
19/07/2022,23.4,10.8,31,54,0,,4.1,20.4,1022,,1
20/07/2022,25.5,11.8,33.6,56,0,,3.5,20.4,1019,,
21/07/2022,26.8,15.2,34,52,0,,5.6,25.9,1014.5,,
22/07/2022,27.3,12.9,35.3,47,0,,5.4,25.9,1015.1,,
23/07/2022,28.9,15.3,37.7,46,0,,4.6,22.2,1014.9,,
24/07/2022,28.3,15.9,39.3,52,0,,4.9,24.1,1012.1,,
25/07/2022,26.8,21.1,32.8,60,0.8,,6.5,31.5,1013.8,,4
26/07/2022,28.3,17.5,36.1,54,0,,5.1,22.2,1010.2,,
27/07/2022,28.7,18.1,38.8,54,0,,5.6,25.9,1008.2,,
28/07/2022,25.3,21.8,31.4,60,0,,10.8,33.3,1013.8,,
29/07/2022,26.7,19,35.5,59,0,,7.1,25.9,1016,,4
30/07/2022,28.2,20.3,36,57,0,,8.2,25.9,1013.6,,
31/07/2022,23,20.2,31.1,76,4.1,,8,25.9,1010.6,,7
01/08/2022,22.9,15.9,29.3,73,0,,5.3,24.1,1010,,4
02/08/2022,23.7,13.8,31.7,68,0,,5.3,20.4,1013.1,,
03/08/2022,25.2,15.2,33.1,58,0,,4.9,20.4,1015.2,,
04/08/2022,25.6,14.5,33.2,54,0,,4.9,20.4,1015.9,,
05/08/2022,27.3,18.1,34.7,53,0,,4.5,20.4,1014.3,,
06/08/2022,27.9,18.4,34.3,56,0,,5.5,27.8,1012.1,,4
07/08/2022,28.3,19.3,34.7,48,0,,9.1,33.3,1012.8,,
08/08/2022,27.4,22,34.8,50,0,,8.6,29.6,1016.1,,3
09/08/2022,27.5,17.7,36.5,50,0,,6.8,31.5,1015.9,,2
10/08/2022,23.1,19.1,29.4,60,0,,6.2,27.8,1017.2,267,6
11/08/2022,23.1,15.6,29.7,57,0,,3.9,20.4,1016.3,477,5
12/08/2022,24.3,12.8,33,58,0,,4.4,20.4,1014.9,569,1
13/08/2022,25.6,14.7,33.1,59,0,,3.8,18.5,1010.7,498,3
14/08/2022,22.6,18.4,28.9,74,0,,6.1,24.1,1007,239,7
15/08/2022,22.4,18.5,30.5,82,19.4,,6.7,24.1,1006.6,238,6
16/08/2022,24.7,15.8,34.8,74,1.8,,5.6,27.8,1007.6,490,2
17/08/2022,26.2,16.1,35.7,68,0.5,,4.5,25.9,1008.7,499,2
18/08/2022,25.9,17.6,32.8,70,0,,4.2,18.5,1010.7,482,4
19/08/2022,27.2,17.4,35.3,63,0,,4.5,18.5,1011.2,581,1
20/08/2022,27.9,17.6,35.3,58,0,,5,22.2,1009.8,548,1
21/08/2022,25.8,18.5,34,64,0,,6.6,24.1,1007.2,382,4
22/08/2022,24.1,20.1,32.2,74,0,,5.9,20.4,1007.7,292,5
23/08/2022,24.1,16.9,32.5,78,0.2,,7.1,25.9,1010.5,317,4
24/08/2022,25.3,17.7,32.5,69,3,,7,24.1,1012.9,391,7
25/08/2022,27.1,17.7,34.9,48,0,,8.1,33.3,1011.1,517,1
26/08/2022,26.7,18.4,34.9,41,0,,7.5,29.6,1009,451,4
27/08/2022,25.9,16.3,34.5,58,0,,4,18.5,1009.9,530,2
28/08/2022,26.6,15,36,61,0,,4.1,20.4,1011.8,561,1
29/08/2022,27.4,15.4,36.2,59,0,,3.7,16.7,1013.4,500,2
30/08/2022,26.3,17.9,35,59,0,,6.6,27.8,1014.2,414,3
31/08/2022,23.7,20.6,30.4,70,0.7,,6.9,25.9,1014.1,348,6
01/09/2022,22.3,17.7,27.7,69,5.4,,8.2,27.8,1013.8,345,6
02/09/2022,19.4,15.8,24.9,67,0,,12.8,37,1015,49,8
03/09/2022,14.8,13.7,16.3,97,37.5,,6.2,25.9,1017.4,73,8
04/09/2022,16.7,14,20.9,83,1.4,,4.8,16.7,1022.6,188,7
05/09/2022,18.7,9.7,25.4,78,0,,4,16.7,1024,341,4
06/09/2022,19.1,14.7,25,78,0.7,,3.9,14.8,1022.4,304,5
07/09/2022,19.4,10.2,27.3,75,0,,4.2,20.4,1020.1,436,2
08/09/2022,21.4,11.2,30.2,74,0,,2.9,20.4,1017.4,557,1
09/09/2022,22.3,12.4,30.2,71,0,,3.9,16.7,1015.2,349,4
10/09/2022,23.2,15.8,30.7,77,0.3,,4.4,18.5,1011.9,298,5
11/09/2022,21.6,15.1,29,72,0.4,,6,25.9,1010.1,470,4
12/09/2022,18.8,11.1,27.5,71,0,,5.3,24.1,1009.8,433,3
13/09/2022,17.1,7.8,25.1,70,0,,4.8,24.1,1012.1,371,3
14/09/2022,19.1,6.8,27.7,66,0,,5,25.9,1012.8,560,1
15/09/2022,24.5,12.2,33,60,0,,8.1,40.8,1008,439,3
16/09/2022,24.8,16.3,31,56,0,,8.1,35.2,1005.5,357,4
17/09/2022,20.8,13.6,25,81,0,,3.8,20.4,1003.1,225,5
18/09/2022,16.6,13.1,21.6,64,0.3,,13.8,53.7,1004.6,431,3
19/09/2022,15.7,6.2,23.4,60,0,,7,29.6,1013.3,511,1
20/09/2022,13.9,8.2,20.6,67,0,,7.5,27.8,1014.4,363,4
21/09/2022,13.4,3.3,20.6,71,0,,3.9,16.7,1016.7,269,4
22/09/2022,12.7,2.9,20.2,76,0,,3.6,18.5,1017.3,282,5
23/09/2022,12.3,7.1,19.3,88,1.8,,4.6,18.5,1018.4,245,6
24/09/2022,12.7,3.6,20.4,79,7.6,,4.2,24.1,1019.1,490,2
25/09/2022,14.6,2.5,24.6,73,0,,2.7,18.5,1018,461,3
26/09/2022,19.3,9,27.2,69,0,,4.6,22.2,1011.3,317,6
27/09/2022,17.4,14.1,21.7,89,0.1,,5.6,20.4,1003.7,123,7
28/09/2022,17.8,11,25.7,82,2.7,,8.1,33.3,1003.6,497,3
29/09/2022,19.6,11.7,28.1,74,0,,4.6,20.4,1006.3,399,4
30/09/2022,20.3,9.7,29.5,72,0,,4.4,24.1,1013,526,1
01/10/2022,21.1,10.1,29,73,0,,3.5,22.2,1016.5,332,4
02/10/2022,18.8,15.3,24.8,67,8.9,,10.5,37,1010.6,335,5
03/10/2022,13.3,6.1,21.8,78,0,,6.5,29.6,1012.6,277,4
04/10/2022,12.7,3.4,19.7,79,0,,4.1,18.5,1018.1,345,3
05/10/2022,13.2,2.7,20.5,76,0,,3.5,18.5,1027.5,464,2
06/10/2022,14.3,4.6,23.2,77,0,,5,22.2,1027.6,354,2
07/10/2022,15.5,4.6,24.1,77,0,,5.4,27.8,1027.2,366,2
08/10/2022,16.4,7.3,23.3,78,0,,3.9,16.7,1022.4,346,3
09/10/2022,16.6,5.6,25.1,75,0,,4,18.5,1019.9,377,4
10/10/2022,14.4,10,19.2,65,0,,8.4,31.5,1026.2,226,5
11/10/2022,14.2,7.5,19.7,74,0,,4.7,20.4,1023.8,133,7
12/10/2022,14.6,9.8,21.1,76,0,,4.5,18.5,1024,238,6
13/10/2022,14.2,5.5,20.8,77,0,,4.5,16.7,1023.9,282,4
14/10/2022,13.4,10.2,18.7,79,0,,7.9,25.9,1021.4,229,6
15/10/2022,11.4,6.3,18.4,75,0,,5.1,25.9,1022.6,345,2
16/10/2022,10.3,0.7,18.1,82,0,,3.8,16.7,1027.3,474,0
17/10/2022,11.8,-0.9,20.5,73,0,,2.5,14.8,1033.2,487,0
18/10/2022,10.6,-0.4,20.5,76,0,,2.6,14.8,1031.1,500,0
19/10/2022,12.9,0.8,23,75,0,,4.8,24.1,1019.1,473,0
20/10/2022,12.4,4.5,16.8,72,0,,5.7,20.4,1022.3,230,4
21/10/2022,8.8,4,16.4,60,0,,5.8,20.4,1027.3,435,2
22/10/2022,11.5,0.8,17.6,81,0,,3.7,20.4,1021.6,144,4
23/10/2022,16.3,8.6,25.6,62,0,,6,22.2,1018.6,334,3
24/10/2022,14.2,4.3,23.5,81,0,,2.5,18.5,1021.8,414,2
25/10/2022,16.5,6.3,25.5,77,0,,6.5,29.6,1016.8,335,4
26/10/2022,16.4,8.3,23.5,79,0,,3.8,16.7,1020.4,329,4
27/10/2022,14.7,6.9,23.1,75,0,,2.9,14.8,1027.3,414,2
28/10/2022,12.9,3.5,21.9,82,0,,3.2,14.8,1029.4,438,0
29/10/2022,13.8,3.4,22.9,81,0,,3.8,18.5,1026,429,1
30/10/2022,14.9,6.2,23.2,79,0,,4.8,20.4,1020.4,296,4
31/10/2022,15.6,6.4,23,80,0,,4,20.4,1020.8,349,2
01/11/2022,14.3,6.5,22.9,79,0,,3.5,14.8,1023,406,0
02/11/2022,15.6,6.7,25.6,75,0,,5.8,22.2,1018.2,426,1
03/11/2022,14,7.8,19.8,76,0,,5.5,18.5,1021.5,227,4
04/11/2022,11.4,3.8,19.8,83,0,,4.4,18.5,1015.6,327,2
05/11/2022,13.7,7.7,20.7,88,0,,8.2,31.5,1012.4,144,7
06/11/2022,15.4,14.5,18.4,85,0,,13.1,33.3,1017.3,79,8
07/11/2022,12.4,5.7,16.8,83,0,,5.2,25.9,1021.7,188,5
08/11/2022,12,4.4,18,85,0,,3.8,20.4,1021.8,231,6
09/11/2022,9.7,3.1,17.3,90,0,,3.3,14.8,1023.7,366,1
10/11/2022,9.9,0.7,18,89,0,,3.2,14.8,1024.5,384,0
11/11/2022,9.9,4.9,12.1,97,0.7,1,5,16.7,1029.6,11,7
12/11/2022,9.2,2.5,15.6,87,5.7,,4.3,16.7,1033.2,227,3
13/11/2022,8.4,-0.9,16.3,88,0,,5.2,14.8,1031.8,331,1
14/11/2022,6.7,1.1,9.7,93,0,,4.4,14.8,1028.4,99,5
15/11/2022,7.6,6.9,8.2,88,0,,4.9,14.8,1021.6,38,8
16/11/2022,7.8,5.9,10.7,95,0,,9.3,29.6,1008.6,156,6
17/11/2022,9.5,5.9,12.7,96,0,,6.2,29.6,1001.4,41,6
18/11/2022,8.2,1.5,13.1,90,0.5,,4.3,16.7,1003.7,137,7
19/11/2022,10.7,6.5,16.9,87,0.2,,9.5,27.8,1009.2,233,5
20/11/2022,7.4,5.5,10.6,99,3.1,1,7.4,33.3,1011.8,17,8
21/11/2022,6.6,4.7,8.4,98,30.5,,7.4,33.3,1005.7,10,8
22/11/2022,6.2,3.5,10.2,94,2.8,,4.7,20.4,1010.8,157,6
23/11/2022,8.7,5.4,10.4,99,1,,5.6,25.9,1004.6,0,8
24/11/2022,7.6,3,10.4,96,1.4,,6.8,25.9,1007.8,8,6
25/11/2022,5.4,1.7,10.2,92,0,,5.1,14.8,1015.6,58,6
26/11/2022,3,-3,8.1,96,0,,4.4,13,1025.4,209,4
27/11/2022,6.3,2.6,9,84,0,,3.4,13,1028.2,66,8
28/11/2022,3.7,3,6.4,91,0.8,,7.1,24.1,1026.1,2,8
29/11/2022,3.6,2,5.8,92,0,,9.4,31.5,1024.1,5,8
30/11/2022,3.2,2.9,4.5,90,0.7,,14.1,33.3,1025.6,0,8
01/12/2022,0.8,0.2,2.9,93,0,,12,35.2,1025.7,0,8
02/12/2022,2.2,0.4,4,91,2.3,,6.1,25.9,1026,1,8
03/12/2022,2.3,2.1,3.3,93,0,,4.6,14.8,1029.9,0,8
04/12/2022,2.4,0.8,3.3,98,0.3,,7.4,22.2,1032,0,8
05/12/2022,2.6,0.9,4,99,0.2,,5.6,18.5,1030,0,8
06/12/2022,3.9,3.1,4.6,100,1.1,,3.6,14.8,1022.8,0,8
07/12/2022,4.8,4,5.5,99,0.3,,5.1,22.2,1016.1,4,8
08/12/2022,5.6,4.2,6.7,99,0.1,,4.1,11.1,1016.6,6,8
09/12/2022,5.7,3.9,8,99,1.9,,5,16.7,1014.6,13,8
10/12/2022,8.2,4.7,14,96,0,,3.6,13,1006.3,35,7
11/12/2022,9.4,5.9,17.1,94,0.5,1,9.2,29.6,996.1,150,7
12/12/2022,3.8,0.5,7.8,89,10.1,,10.5,31.5,1005.3,206,5
13/12/2022,0.1,-3.8,4.9,85,0.8,,5.3,20.4,1013.6,243,4
14/12/2022,0.1,-6.2,2.1,90,0,,6,18.5,1016.7,23,7
15/12/2022,4.4,1.6,7.1,96,2.5,,8.2,22.2,1012,92,8
16/12/2022,4,2.1,6.2,98,0,,5.5,16.7,1015.2,54,8
17/12/2022,8.2,2.9,15.5,96,2.8,,8.6,24.1,1015,189,6
18/12/2022,3.1,1.6,8.9,96,0.2,,8.5,25.9,1030.5,0,8
19/12/2022,-1.8,-2.6,1.6,88,0.1,,6.1,20.4,1042.2,64,8
20/12/2022,-1.8,-8.8,2.4,87,0,,4,13,1037.7,282,2
21/12/2022,-3.1,-3.8,-1.8,94,0,,9,24.1,1025.5,193,7
22/12/2022,-2.6,-3.9,-1.3,94,0,,6.6,20.4,1019,65,8
23/12/2022,0.4,-2.7,4.5,94,0,,4.5,14.8,1014.7,130,6
24/12/2022,3.2,-3.4,8.1,96,0,,6.4,22.2,1013.7,107,4
25/12/2022,5.6,-1.5,15.1,83,0.7,,5.4,16.7,1020.7,326,1
26/12/2022,4.8,-3.2,11.3,91,0,,4.4,13,1026.5,213,2
27/12/2022,7.2,0.8,13.8,87,0,,7.8,25.9,1021,229,2
28/12/2022,3.8,-2.9,11.1,76,0,,6,18.5,1029.2,215,4
29/12/2022,2.4,-7,9.4,83,0,,5.7,20.4,1026.7,330,0
30/12/2022,5.2,-0.5,11.8,87,0,,7.5,22.2,1024,312,2
31/12/2022,7,-1.1,13.9,91,0,,5.5,20.4,1028,343,2
01/01/2023,8.2,1.8,15.4,90,0,,6.8,20.4,1029.6,365,1
02/01/2023,10,4.6,17.2,88,0,,7.2,20.4,1027.7,370,0
03/01/2023,8.1,1.4,14.6,91,0,,5.7,16.7,1024.6,320,1
04/01/2023,5.3,-2.1,9,93,0,,5.2,20.4,1028.3,1,5
05/01/2023,5.4,0.9,9.5,93,0,,9.6,33.3,1018.7,73,6
06/01/2023,7.1,-1.2,15.2,78,0,,7.1,24.1,1018.6,309,2
07/01/2023,3.7,-4.1,11.2,84,0,,4.8,16.7,1024.6,230,4
08/01/2023,2.6,-2.6,7.3,96,0,,5,16.7,1023.1,100,4
09/01/2023,3,0.9,7.5,98,0,,5.2,16.7,1018,98,6
10/01/2023,6.5,2.2,9.2,99,0.3,1,8,37,1009.7,5,7
11/01/2023,3.9,0,8.7,97,11.3,1,14.8,42.6,1017.2,0,8
12/01/2023,0.7,0.1,1.7,97,18.4,,5.6,33.3,1022.7,0,8
13/01/2023,3.3,0.4,4.9,96,0.9,,4.1,13,1023,2,8
14/01/2023,3.9,3.3,4.5,96,0,,4.1,14.8,1022.3,0,8
15/01/2023,4.7,0,6.9,95,0.2,,4.4,13,1021.7,16,8
16/01/2023,4.1,-2,8,92,0,,2.7,11.1,1012.2,155,7
17/01/2023,6.2,-0.9,15.7,94,0,,3.8,11.1,1003.2,148,7
18/01/2023,11.2,0.8,20.6,81,0.1,,7.5,22.2,1001.9,292,4
19/01/2023,12.2,1.6,20.9,76,0,,9.9,37,1006.5,324,1
20/01/2023,10.2,2.7,16.3,83,0,,9.8,33.3,1006.2,69,7
21/01/2023,5.7,-1.7,10.3,90,4,,9,27.8,1013.8,351,4
22/01/2023,8.6,4.1,11.5,94,1.4,,10.4,33.3,1021.7,11,8
23/01/2023,1.8,0.1,4.2,96,4.2,,13.2,37,1031.7,1,8
24/01/2023,0.9,-0.1,2.3,89,0.1,,7.5,29.6,1034.7,29,8
25/01/2023,0.4,-0.6,1.7,86,0.1,,5.2,16.7,1032.9,19,8
26/01/2023,0.8,-0.4,2.2,92,0,,8.8,31.5,1023.5,3,8
27/01/2023,0.3,-0.1,1,96,13.5,1,17.7,48.2,1011.7,2,8
28/01/2023,0.2,-0.1,0.8,97,19.3,1,5.9,29.6,1015.1,11,8
29/01/2023,0.6,-0.5,2.1,97,10.1,,4.5,14.8,1020.8,30,8
30/01/2023,-0.1,-1.8,3.4,88,0.5,4,7.5,20.4,1017.4,260,6
31/01/2023,0.5,-2.4,4.6,90,1.3,,6,18.5,1012.8,46,7
01/02/2023,1.3,-5.2,6.4,85,0.2,4,6.3,22.2,1015.4,229,4
02/02/2023,1.9,-2.5,5.9,86,0,4,8.1,29.6,1014,263,4
03/02/2023,2.5,-2.4,8.6,77,0,1,6.4,20.4,1018.2,352,4
04/02/2023,1.6,0,4.6,88,0.4,,7.2,29.6,1012.2,36,8
05/02/2023,-1.6,-7.6,1.5,70,0.7,,10.2,35.2,1024,200,7
06/02/2023,-1.1,-4,1.6,73,0,,5.4,24.1,1030.5,92,8
07/02/2023,-1.2,-5.3,1.7,66,0,,5.6,16.7,1034.7,254,6
08/02/2023,-2.9,-9.8,1.9,76,0.2,,6.2,24.1,1040.9,76,5
09/02/2023,-4.6,-12,1.2,74,0.5,,4.2,16.7,1043.2,427,0
10/02/2023,-3.4,-12.1,2.7,75,0,,6.8,25.9,1038.6,461,0
11/02/2023,-2,-11.8,4.4,79,0,,6.4,24.1,1033.5,445,2
12/02/2023,1.1,-5.9,7.9,81,0,,4.9,16.7,1029.9,109,4
13/02/2023,1,-8.2,7.9,80,0,,4.3,18.5,1036,442,0
14/02/2023,2.5,-7.1,10,79,0,,3.6,22.2,1029.1,432,0
15/02/2023,2.8,-6.5,10.7,78,0,,5,20.4,1030.5,445,0
16/02/2023,3.6,-7,11.3,82,0,,5.3,24.1,1029.3,462,0
17/02/2023,5.7,-1.4,12.6,81,0,,5.4,18.5,1023,347,4
18/02/2023,9.3,4.4,15.4,73,0,,9.5,35.2,1017,78,6
19/02/2023,12.3,6,17.8,68,0,,10.8,37,1013.9,234,5
20/02/2023,7.1,3.7,10.1,71,0,,10.6,24.1,1019.2,170,5
21/02/2023,11.4,4,19.4,60,0,,13.6,42.6,1011.9,345,4
22/02/2023,7.3,-0.4,14.4,79,0,,6.8,25.9,1014.9,306,2
23/02/2023,5.9,4.7,8.8,81,0,,12.8,40.8,1020.1,49,8
24/02/2023,5.5,2.4,9.5,90,0,,6.3,25.9,1016.2,35,6
25/02/2023,7.2,-0.6,12,90,0.5,,5.7,31.5,1005.5,252,5
26/02/2023,11.2,4.6,21.4,79,0,,8.3,29.6,1004.3,118,8
27/02/2023,5.1,2.4,8.6,91,0.7,,9.2,35.2,1017.2,84,7
28/02/2023,3.2,2.2,4.7,90,0.9,,9.8,31.5,1028.4,4,8
01/03/2023,4.5,2.7,6.7,89,0,,5.6,22.2,1026.1,28,8
02/03/2023,3.7,2,6.6,81,0,,8.3,29.6,1024.2,83,8
03/03/2023,6.4,0.7,9.6,80,0.3,,5.5,18.5,1017.8,72,8
04/03/2023,6.9,1.2,12.6,86,0,,7.4,27.8,1015,253,4
05/03/2023,5.5,-2.3,12.3,82,0,,6.6,25.9,1010,362,2
06/03/2023,4.4,-3.7,11.1,77,0,,5.8,24.1,1010.4,270,4
07/03/2023,8.7,-2.6,17.5,71,0,,5.3,27.8,1007.8,373,5
08/03/2023,10.8,-1,18.6,66,0,,7.6,35.2,1007.6,430,2
09/03/2023,12.8,2.5,19.3,63,0,,8.4,35.2,1005.8,276,6
10/03/2023,12.6,6.5,19.7,78,0,,6.8,22.2,1004.5,342,6
11/03/2023,11.2,3.4,17.5,86,2.2,,7.7,37,995,145,6
12/03/2023,5.8,-1.5,11.6,71,0.6,,6.4,20.4,1010.5,236,3
13/03/2023,6.2,-3.8,13.8,70,0,,5.6,25.9,1021.7,498,1
14/03/2023,8.1,-3.3,17.6,54,0,,4.8,18.5,1015.4,461,2
15/03/2023,7.3,0.4,15.5,69,0,,8.7,24.1,1005,243,6
16/03/2023,6.2,4.5,8,88,0,,9,31.5,1012.4,3,8
17/03/2023,6.6,-1.4,12,74,2.5,,4.6,20.4,1022.9,381,5
18/03/2023,7.6,3.8,12.5,55,0,,6.4,25.9,1023.8,318,6
19/03/2023,9.1,-0.9,16.5,75,0,,4.2,22.2,1022.6,449,2
20/03/2023,9.4,-1.8,18.9,78,0,,2.6,16.7,1018.3,368,3
21/03/2023,10.9,2.8,17.1,78,0,,5.3,20.4,1014.9,212,6
22/03/2023,9.5,6.4,12,94,3.8,,6,22.2,1015.8,27,8
23/03/2023,11.3,5.1,18.4,80,0.1,,6.3,20.4,1017.3,409,5
24/03/2023,13.9,4.2,21.7,72,0,,7,27.8,1015.5,518,3
25/03/2023,14.4,1.6,23.2,67,0,,7,33.3,1008.9,472,4
26/03/2023,13.4,4.2,20.4,67,1.5,,8.5,31.5,1007.4,460,3
27/03/2023,9.8,1.6,18.8,84,0.8,,6.5,24.1,1001.8,161,6
28/03/2023,5.5,-1.5,8,85,2.5,,7.7,29.6,1004.3,81,7
29/03/2023,2.5,-4.7,7.7,68,1.1,,5.6,33.3,1019.8,415,4
30/03/2023,6.1,-6.4,13.4,54,0,,7.4,33.3,1022.9,594,1
31/03/2023,10.4,2,20.3,71,0,,7,31.5,1011.7,211,6
01/04/2023,10.3,3.6,15.6,92,2,,4,18.5,1003.8,49,7
02/04/2023,10.9,4.5,17.6,93,2.9,,6.5,24.1,1004.9,168,7
03/04/2023,10,2.4,15.7,86,3.6,,8.6,38.9,1010.7,245,5
04/04/2023,4.3,3.7,5.1,94,6,2,17.4,57.4,1009.5,2,8
05/04/2023,6.8,3.8,12.2,90,20,,7.2,24.1,1011.7,72,8
06/04/2023,6.2,2.3,12.5,83,0,,11.1,29.6,1010.6,168,7
07/04/2023,6.4,0.3,10.9,76,0,,8.2,27.8,1015.4,240,7
08/04/2023,8.1,3.9,13.1,79,0,,4.4,18.5,1021.3,142,7
09/04/2023,10.2,4.1,16.9,74,0,,6.8,25.9,1021.7,392,6
10/04/2023,11.2,0.8,17.4,68,0,,6.9,31.5,1018.3,343,4
11/04/2023,10.7,7.2,14.1,74,0,,7.4,27.8,1009.3,15,8
12/04/2023,11,3.5,16.1,87,4.9,,4,18.5,1003.7,100,8
13/04/2023,11.7,1.6,19.8,77,0,,4.4,22.2,1007.7,460,3
14/04/2023,13.7,3.9,22.3,74,0,,9.2,33.3,1006.8,401,5
15/04/2023,13.8,5.8,21.3,73,0,,4.2,22.2,1010.1,483,5
16/04/2023,12,9.1,18.6,90,0,,10.2,37,1012.9,111,6
17/04/2023,9.9,8.2,10.7,97,3.3,1,13,37,1014.2,4,8
18/04/2023,11.3,8,16.5,83,7.5,,9.3,31.5,1014.7,161,7
19/04/2023,12,7,17.7,86,0,1,5,20.4,1011.8,272,7
20/04/2023,12,6.5,18.3,92,4.4,,4.5,16.7,1011.3,184,7
21/04/2023,12.7,5.7,18.6,78,1.6,,4.7,20.4,1011.4,201,7
22/04/2023,12.2,4.2,19.6,80,0.1,,5.1,27.8,1015,399,4
23/04/2023,12.5,2.4,20.9,81,1,1,5.3,22.2,1016.6,500,3
24/04/2023,14.8,4.8,22.3,75,4.8,,4.6,22.2,1012.3,462,4
25/04/2023,12.6,8.9,16.9,92,0.7,1,4.8,18.5,1006.4,180,7
26/04/2023,11.8,6.5,20,85,6.7,,7.2,24.1,1005.5,332,4
27/04/2023,10.2,1.6,15.2,80,0.1,,7.3,24.1,1014.5,203,8
28/04/2023,10.3,1.6,17,66,0.3,,6.3,22.2,1019.8,452,4
29/04/2023,11.6,0,18.6,72,0,,4.1,20.4,1017.3,576,1
30/04/2023,14.2,2,22.6,69,0,,5,22.2,1013.4,553,3
01/05/2023,15.5,6.6,22.3,68,0,,5.6,27.8,1018.4,572,3
02/05/2023,15.3,3.9,23.3,64,0,,7.2,27.8,1022.6,699,1
03/05/2023,13.6,5.3,20.9,68,0,,8.7,29.6,1023.2,437,7
04/05/2023,12.4,9.9,16.4,90,0.9,,6.3,27.8,1021.2,44,8
05/05/2023,15.2,10.8,21,80,5.1,,4.4,18.5,1020,328,7
06/05/2023,17.1,7.9,22.9,56,0,,8,29.6,1018.7,538,4
07/05/2023,16,5.3,23.7,63,0,,4.1,20.4,1019.2,569,4
08/05/2023,10.9,7.7,14.6,86,0,,8.8,33.3,1020.2,40,7
09/05/2023,10.3,5.9,15.9,79,9.8,,10,33.3,1024.3,190,7
10/05/2023,11.6,2.6,17.7,74,0,,5.7,22.2,1022.5,416,5
11/05/2023,11.9,3.3,19.2,67,0,,8,29.6,1022.5,517,3
12/05/2023,11.2,3.6,16.5,72,0,,5.3,24.1,1023.3,119,6
13/05/2023,12.9,4,19.7,66,0,,4.6,20.4,1023.7,341,5
14/05/2023,15.2,4.9,22.8,59,0,,7.4,27.8,1022.5,321,4
15/05/2023,16.3,8.7,24.7,59,0,,7.5,24.1,1015.8,260,6
16/05/2023,18,12.8,26.1,58,0,,10.5,33.3,1013,207,8
17/05/2023,16.2,13.2,21.5,73,0,,8.1,33.3,1012.7,36,8
18/05/2023,17.3,11.5,23.4,65,1.3,,6.4,27.8,1014,157,6
19/05/2023,20.1,11.2,27.5,55,0,,8.8,33.3,1017.4,440,4
20/05/2023,18.8,9.2,27,64,0,,6.6,37,1018.1,338,5
21/05/2023,18.8,13.3,26.8,64,0,,10.5,40.8,1014.6,433,3
22/05/2023,19.2,11.4,25.5,65,1.8,,8.2,29.6,1013.9,440,5
23/05/2023,19.1,10,26.2,67,0,,5,20.4,1013.2,593,3
24/05/2023,20.7,9.2,27.8,67,0,,4.1,16.7,1013.3,580,2
25/05/2023,20.8,10.8,27.9,68,0,,6,22.2,1015.1,473,4
26/05/2023,20.2,12.5,26.7,69,0.1,,5.3,24.1,1015.7,323,6
27/05/2023,19,14.5,26.5,82,1.1,,4.3,22.2,1014.9,291,7
28/05/2023,19,14.5,24.3,77,8.3,,7,27.8,1014.4,191,7
29/05/2023,20.2,12.6,25.8,73,5.6,,7.7,29.6,1014.1,357,5
30/05/2023,21.8,12.7,28,63,0,,4.6,20.4,1014.1,518,4
31/05/2023,22.8,13.2,28.5,56,0,,4.6,22.2,1016.4,453,4
01/06/2023,20.4,12,27,70,0,,4.3,16.7,1016.3,362,7
02/06/2023,21.5,11.3,29.6,70,0.1,,4.6,22.2,1012.4,547,3
03/06/2023,20.2,12.8,26.2,64,0,,10,38.9,1014.1,357,6
04/06/2023,18.9,10.8,23.6,43,0,,9.5,29.6,1021.1,383,6
05/06/2023,20.4,10.2,27.1,56,0,,5.6,24.1,1021.1,428,4
